PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Outdoor Protection,Female,21,Married,Other
Personal Accessories,Female,21,Married,Other
Personal Accessories,Female,25,Single,Retail
Mountaineering Equipment,Male,33,Single,Other
Camping Equipment,Female,43,Unspecified,Hospitality
Camping Equipment,Female,43,Unspecified,Hospitality
Camping Equipment,Female,43,Unspecified,Hospitality
Camping Equipment,Female,43,Unspecified,Hospitality
Camping Equipment,Male,24,Single,Professional
Camping Equipment,Male,24,Single,Professional
Camping Equipment,Male,26,Married,Sales
Mountaineering Equipment,Male,26,Married,Sales
Mountaineering Equipment,Male,26,Married,Sales
Mountaineering Equipment,Male,26,Married,Sales
Mountaineering Equipment,Male,43,Single,Other
Camping Equipment,Male,30,Single,Professional
Personal Accessories,Female,44,Married,Retired
Outdoor Protection,Male,35,Married,Other
Camping Equipment,Male,35,Married,Other
Camping Equipment,Male,44,Married,Other
Camping Equipment,Male,31,Single,Sales
Golf Equipment,Male,31,Single,Sales
Golf Equipment,Male,31,Single,Sales
Camping Equipment,Male,19,Single,Professional
Camping Equipment,Male,29,Single,Other
Personal Accessories,Male,38,Married,Other
Camping Equipment,Female,45,Married,Executive
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,20,Single,Other
Mountaineering Equipment,Male,26,Single,Sales
Mountaineering Equipment,Male,26,Single,Sales
Personal Accessories,Female,20,Single,Student
Camping Equipment,Male,42,Married,Executive
Personal Accessories,Male,37,Married,Professional
Camping Equipment,Male,35,Married,Sales
Camping Equipment,Male,33,Married,Sales
Mountaineering Equipment,Male,33,Married,Sales
Personal Accessories,Female,29,Single,Retail
Personal Accessories,Female,40,Unspecified,Hospitality
Camping Equipment,Female,40,Unspecified,Hospitality
Personal Accessories,Female,26,Married,Other
Personal Accessories,Female,18,Single,Student
Mountaineering Equipment,Male,25,Single,Sales
Mountaineering Equipment,Male,25,Single,Sales
Personal Accessories,Female,29,Single,Professional
Camping Equipment,Female,33,Married,Other
Personal Accessories,Female,33,Married,Other
Camping Equipment,Male,38,Single,Sales
Golf Equipment,Male,38,Single,Sales
Personal Accessories,Male,38,Single,Sales
Camping Equipment,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Personal Accessories,Female,23,Single,Retail
Camping Equipment,Male,26,Single,Other
Camping Equipment,Male,36,Married,Trades
Outdoor Protection,Male,36,Married,Trades
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Mountaineering Equipment,Female,22,Single,Student
Mountaineering Equipment,Female,22,Single,Student
Camping Equipment,Male,37,Married,Other
Camping Equipment,Male,26,Single,Trades
Camping Equipment,Male,26,Single,Trades
Personal Accessories,Female,44,Unspecified,Hospitality
Camping Equipment,Male,20,Single,Other
Golf Equipment,Female,45,Married,Other
Golf Equipment,Female,45,Married,Other
Golf Equipment,Female,45,Married,Other
Personal Accessories,Female,32,Single,Professional
Personal Accessories,Female,33,Single,Other
Mountaineering Equipment,Male,23,Single,Professional
Mountaineering Equipment,Male,23,Single,Professional
Mountaineering Equipment,Male,23,Single,Professional
Personal Accessories,Male,23,Single,Professional
Camping Equipment,Male,23,Single,Professional
Mountaineering Equipment,Male,30,Single,Other
Mountaineering Equipment,Male,30,Single,Other
Camping Equipment,Female,42,Married,Executive
Personal Accessories,Female,30,Single,Retail
Outdoor Protection,Female,39,Married,Other
Mountaineering Equipment,Male,32,Married,Professional
Personal Accessories,Female,22,Single,Retail
Mountaineering Equipment,Male,33,Single,Other
Camping Equipment,Male,33,Single,Other
Camping Equipment,Male,33,Single,Other
Personal Accessories,Female,51,Married,Other
Camping Equipment,Male,25,Single,Professional
Camping Equipment,Male,25,Single,Professional
Golf Equipment,Male,53,Unspecified,Other
Camping Equipment,Male,26,Single,Other
Camping Equipment,Male,32,Married,Trades
Golf Equipment,Male,32,Married,Trades
Mountaineering Equipment,Male,43,Single,Sales
Camping Equipment,Male,33,Married,Sales
Golf Equipment,Male,33,Married,Sales
Personal Accessories,Male,33,Married,Sales
Personal Accessories,Male,18,Single,Student
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,22,Single,Hospitality
Camping Equipment,Female,22,Single,Hospitality
Camping Equipment,Female,22,Single,Hospitality
Camping Equipment,Male,28,Married,Sales
Personal Accessories,Female,28,Married,Other
Personal Accessories,Male,33,Married,Other
Golf Equipment,Female,31,Married,Other
Golf Equipment,Female,31,Married,Other
Golf Equipment,Female,31,Married,Other
Mountaineering Equipment,Female,28,Unspecified,Other
Mountaineering Equipment,Female,28,Unspecified,Other
Personal Accessories,Female,22,Single,Other
Camping Equipment,Female,40,Unspecified,Hospitality
Golf Equipment,Female,33,Married,Other
Personal Accessories,Male,43,Unspecified,Trades
Personal Accessories,Male,33,Married,Other
Camping Equipment,Male,20,Single,Other
Outdoor Protection,Male,20,Single,Other
Camping Equipment,Female,37,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Camping Equipment,Male,23,Single,Sales
Personal Accessories,Female,43,Married,Other
Camping Equipment,Male,30,Married,Other
Camping Equipment,Male,30,Married,Other
Golf Equipment,Female,41,Unspecified,Hospitality
Golf Equipment,Female,41,Unspecified,Hospitality
Golf Equipment,Female,41,Unspecified,Hospitality
Golf Equipment,Female,41,Unspecified,Hospitality
Golf Equipment,Female,41,Unspecified,Hospitality
Golf Equipment,Male,40,Married,Professional
Golf Equipment,Male,40,Married,Professional
Golf Equipment,Male,40,Married,Professional
Personal Accessories,Female,41,Married,Other
Camping Equipment,Female,35,Married,Other
Camping Equipment,Female,35,Married,Other
Outdoor Protection,Female,35,Married,Other
Camping Equipment,Male,39,Married,Other
Personal Accessories,Male,39,Married,Other
Camping Equipment,Male,36,Married,Other
Camping Equipment,Male,36,Married,Other
Mountaineering Equipment,Male,35,Married,Professional
Mountaineering Equipment,Male,35,Married,Professional
Camping Equipment,Male,34,Married,Professional
Camping Equipment,Female,30,Married,Executive
Outdoor Protection,Female,30,Married,Executive
Mountaineering Equipment,Male,32,Married,Other
Golf Equipment,Male,20,Single,Student
Personal Accessories,Male,20,Single,Student
Golf Equipment,Male,52,Married,Retired
Golf Equipment,Male,52,Married,Retired
Camping Equipment,Male,37,Married,Sales
Mountaineering Equipment,Male,20,Single,Other
Mountaineering Equipment,Female,34,Married,Other
Golf Equipment,Male,53,Married,Other
Golf Equipment,Male,53,Married,Other
Personal Accessories,Male,53,Married,Other
Personal Accessories,Male,28,Married,Sales
Personal Accessories,Male,38,Married,Other
Camping Equipment,Female,36,Unspecified,Hospitality
Camping Equipment,Male,31,Married,Trades
Personal Accessories,Male,23,Single,Student
Mountaineering Equipment,Male,23,Single,Other
Mountaineering Equipment,Male,23,Single,Other
Camping Equipment,Male,21,Single,Professional
Camping Equipment,Male,39,Married,Sales
Mountaineering Equipment,Female,19,Single,Professional
Mountaineering Equipment,Female,19,Single,Professional
Mountaineering Equipment,Female,19,Single,Professional
Camping Equipment,Male,43,Married,Other
Camping Equipment,Female,21,Married,Retail
Camping Equipment,Female,24,Single,Retail
Camping Equipment,Female,24,Single,Retail
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Personal Accessories,Female,25,Single,Retail
Camping Equipment,Male,35,Single,Sales
Personal Accessories,Male,41,Married,Professional
Camping Equipment,Male,34,Married,Trades
Personal Accessories,Female,29,Single,Other
Personal Accessories,Female,40,Married,Other
Personal Accessories,Female,38,Married,Professional
Mountaineering Equipment,Male,38,Married,Other
Camping Equipment,Female,41,Married,Other
Camping Equipment,Female,41,Married,Other
Outdoor Protection,Female,41,Married,Other
Camping Equipment,Male,41,Unspecified,Trades
Mountaineering Equipment,Male,34,Single,Other
Personal Accessories,Female,28,Single,Professional
Golf Equipment,Female,58,Married,Other
Golf Equipment,Female,58,Married,Other
Golf Equipment,Female,58,Married,Other
Personal Accessories,Female,28,Married,Other
Personal Accessories,Male,22,Single,Professional
Camping Equipment,Female,39,Married,Other
Personal Accessories,Female,20,Single,Other
Camping Equipment,Female,24,Single,Other
Personal Accessories,Female,57,Married,Other
Personal Accessories,Male,24,Single,Professional
Personal Accessories,Female,57,Married,Other
Mountaineering Equipment,Male,25,Single,Retail
Mountaineering Equipment,Male,25,Single,Sales
Mountaineering Equipment,Female,31,Married,Other
Camping Equipment,Male,26,Single,Professional
Personal Accessories,Female,68,Married,Other
Personal Accessories,Female,19,Single,Retail
Camping Equipment,Male,41,Married,Executive
Personal Accessories,Male,25,Married,Other
Camping Equipment,Male,20,Single,Trades
Mountaineering Equipment,Female,34,Single,Other
Camping Equipment,Female,42,Unspecified,Hospitality
Personal Accessories,Female,27,Married,Sales
Personal Accessories,Female,29,Single,Retail
Personal Accessories,Female,30,Single,Professional
Personal Accessories,Female,25,Single,Professional
Camping Equipment,Male,30,Married,Other
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Male,29,Single,Professional
Camping Equipment,Male,22,Single,Executive
Mountaineering Equipment,Male,29,Single,Professional
Mountaineering Equipment,Male,29,Single,Professional
Mountaineering Equipment,Male,29,Single,Professional
Camping Equipment,Male,29,Single,Professional
Personal Accessories,Female,20,Single,Other
Mountaineering Equipment,Female,26,Unspecified,Other
Mountaineering Equipment,Female,26,Unspecified,Other
Mountaineering Equipment,Female,26,Unspecified,Other
Personal Accessories,Female,26,Unspecified,Other
Personal Accessories,Female,46,Married,Other
Camping Equipment,Male,40,Married,Sales
Golf Equipment,Male,57,Married,Other
Personal Accessories,Female,36,Single,Professional
Personal Accessories,Female,26,Single,Sales
Personal Accessories,Female,23,Single,Other
Camping Equipment,Male,31,Married,Other
Personal Accessories,Female,23,Single,Retail
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Camping Equipment,Male,33,Single,Trades
Personal Accessories,Male,33,Single,Trades
Personal Accessories,Female,21,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Personal Accessories,Male,23,Single,Sales
Camping Equipment,Male,23,Single,Sales
Camping Equipment,Male,39,Married,Other
Personal Accessories,Female,37,Married,Other
Camping Equipment,Male,30,Married,Other
Camping Equipment,Male,30,Married,Other
Camping Equipment,Male,25,Single,Sales
Camping Equipment,Male,25,Single,Sales
Mountaineering Equipment,Female,28,Married,Other
Camping Equipment,Male,42,Married,Trades
Golf Equipment,Female,52,Unspecified,Hospitality
Golf Equipment,Female,52,Unspecified,Hospitality
Golf Equipment,Female,52,Unspecified,Hospitality
Mountaineering Equipment,Male,44,Single,Other
Camping Equipment,Male,44,Single,Other
Personal Accessories,Female,35,Single,Professional
Camping Equipment,Female,19,Single,Student
Personal Accessories,Female,57,Unspecified,Hospitality
Golf Equipment,Male,37,Married,Executive
Mountaineering Equipment,Male,28,Single,Other
Personal Accessories,Female,28,Single,Other
Camping Equipment,Female,28,Single,Other
Camping Equipment,Male,35,Single,Executive
Camping Equipment,Male,35,Single,Executive
Camping Equipment,Female,25,Married,Other
Mountaineering Equipment,Female,25,Married,Other
Outdoor Protection,Female,25,Married,Other
Personal Accessories,Female,28,Married,Sales
Personal Accessories,Female,35,Married,Executive
Personal Accessories,Female,31,Single,Retail
Personal Accessories,Female,35,Married,Executive
Personal Accessories,Male,35,Married,Other
Camping Equipment,Male,21,Single,Professional
Personal Accessories,Female,69,Married,Retired
Personal Accessories,Male,30,Married,Other
Mountaineering Equipment,Male,21,Single,Sales
Mountaineering Equipment,Male,21,Single,Sales
Mountaineering Equipment,Male,21,Single,Sales
Personal Accessories,Female,48,Married,Retired
Outdoor Protection,Female,48,Married,Retired
Personal Accessories,Male,18,Single,Student
Personal Accessories,Female,26,Single,Other
Camping Equipment,Female,34,Married,Other
Golf Equipment,Male,30,Single,Other
Personal Accessories,Male,30,Single,Other
Golf Equipment,Male,47,Married,Retired
Personal Accessories,Female,22,Single,Student
Personal Accessories,Female,19,Single,Other
Camping Equipment,Male,42,Married,Other
Camping Equipment,Male,42,Married,Other
Personal Accessories,Female,25,Single,Professional
Camping Equipment,Female,37,Unspecified,Hospitality
Camping Equipment,Male,34,Married,Other
Camping Equipment,Female,35,Married,Other
Camping Equipment,Female,35,Married,Other
Outdoor Protection,Female,35,Married,Other
Camping Equipment,Male,25,Married,Executive
Camping Equipment,Male,25,Married,Executive
Mountaineering Equipment,Male,25,Married,Executive
Mountaineering Equipment,Male,25,Married,Executive
Mountaineering Equipment,Male,25,Married,Executive
Camping Equipment,Male,42,Married,Other
Mountaineering Equipment,Male,42,Married,Other
Mountaineering Equipment,Male,42,Married,Other
Camping Equipment,Female,45,Married,Hospitality
Outdoor Protection,Female,45,Married,Hospitality
Personal Accessories,Female,36,Married,Executive
Outdoor Protection,Female,39,Married,Other
Personal Accessories,Female,19,Single,Other
Camping Equipment,Female,34,Married,Executive
Personal Accessories,Male,44,Married,Sales
Mountaineering Equipment,Male,44,Married,Sales
Personal Accessories,Female,44,Married,Executive
Personal Accessories,Female,21,Single,Other
Mountaineering Equipment,Female,38,Married,Professional
Camping Equipment,Female,49,Married,Hospitality
Personal Accessories,Male,24,Single,Student
Camping Equipment,Male,26,Married,Professional
Personal Accessories,Male,26,Married,Professional
Personal Accessories,Male,25,Married,Professional
Camping Equipment,Female,32,Married,Other
Outdoor Protection,Female,32,Married,Other
Personal Accessories,Male,29,Single,Professional
Golf Equipment,Male,27,Single,Professional
Personal Accessories,Female,20,Single,Other
Golf Equipment,Male,40,Married,Other
Golf Equipment,Male,40,Married,Other
Personal Accessories,Female,21,Single,Other
Mountaineering Equipment,Male,32,Single,Trades
Personal Accessories,Male,32,Single,Trades
Camping Equipment,Female,27,Single,Student
Camping Equipment,Male,34,Single,Executive
Camping Equipment,Male,34,Single,Executive
Camping Equipment,Female,40,Married,Other
Mountaineering Equipment,Female,31,Married,Other
Mountaineering Equipment,Female,31,Married,Other
Personal Accessories,Female,31,Married,Other
Mountaineering Equipment,Male,20,Single,Other
Mountaineering Equipment,Male,20,Single,Other
Personal Accessories,Male,20,Single,Other
Personal Accessories,Female,22,Single,Other
Personal Accessories,Female,40,Married,Retired
Personal Accessories,Female,27,Single,Professional
Camping Equipment,Female,42,Unspecified,Hospitality
Outdoor Protection,Female,42,Unspecified,Hospitality
Personal Accessories,Female,48,Married,Retired
Personal Accessories,Female,46,Married,Other
Personal Accessories,Female,21,Single,Retail
Personal Accessories,Male,20,Single,Student
Camping Equipment,Female,19,Single,Hospitality
Camping Equipment,Female,19,Single,Hospitality
Camping Equipment,Male,30,Single,Professional
Personal Accessories,Female,22,Single,Other
Camping Equipment,Male,28,Married,Executive
Golf Equipment,Male,28,Married,Executive
Mountaineering Equipment,Male,21,Single,Other
Mountaineering Equipment,Male,42,Single,Sales
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Mountaineering Equipment,Male,29,Single,Trades
Mountaineering Equipment,Male,32,Single,Trades
Outdoor Protection,Male,32,Single,Trades
Personal Accessories,Female,24,Single,Other
Golf Equipment,Male,51,Married,Retired
Golf Equipment,Male,51,Married,Retired
Golf Equipment,Male,51,Married,Retired
Camping Equipment,Female,43,Married,Executive
Camping Equipment,Female,43,Married,Executive
Mountaineering Equipment,Female,31,Married,Professional
Mountaineering Equipment,Female,31,Married,Professional
Mountaineering Equipment,Female,31,Married,Professional
Personal Accessories,Female,31,Married,Professional
Camping Equipment,Female,38,Married,Other
Personal Accessories,Female,43,Married,Professional
Golf Equipment,Female,43,Married,Professional
Personal Accessories,Female,44,Married,Retired
Golf Equipment,Female,39,Married,Other
Golf Equipment,Female,39,Married,Other
Personal Accessories,Female,28,Single,Other
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Female,26,Single,Other
Camping Equipment,Female,26,Single,Other
Camping Equipment,Female,26,Single,Other
Personal Accessories,Female,28,Married,Sales
Personal Accessories,Female,25,Married,Sales
Camping Equipment,Female,28,Single,Other
Personal Accessories,Female,42,Married,Other
Camping Equipment,Female,36,Married,Other
Outdoor Protection,Female,36,Married,Other
Camping Equipment,Male,20,Single,Trades
Camping Equipment,Female,42,Married,Other
Personal Accessories,Female,20,Single,Sales
Mountaineering Equipment,Male,38,Single,Sales
Camping Equipment,Male,38,Single,Sales
Personal Accessories,Female,57,Unspecified,Hospitality
Camping Equipment,Female,39,Married,Other
Personal Accessories,Female,39,Married,Other
Golf Equipment,Male,55,Married,Trades
Golf Equipment,Male,55,Married,Trades
Golf Equipment,Male,55,Married,Trades
Personal Accessories,Male,35,Married,Professional
Camping Equipment,Female,21,Single,Hospitality
Camping Equipment,Male,35,Married,Sales
Personal Accessories,Female,37,Single,Other
Camping Equipment,Male,29,Single,Professional
Camping Equipment,Male,29,Single,Professional
Outdoor Protection,Female,36,Married,Other
Camping Equipment,Male,41,Married,Executive
Personal Accessories,Male,41,Married,Executive
Camping Equipment,Male,44,Married,Sales
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Personal Accessories,Female,29,Single,Other
Mountaineering Equipment,Male,27,Single,Sales
Camping Equipment,Male,26,Single,Professional
Camping Equipment,Male,26,Single,Professional
Personal Accessories,Female,25,Single,Sales
Camping Equipment,Female,28,Single,Other
Camping Equipment,Female,28,Single,Other
Personal Accessories,Male,56,Married,Other
Personal Accessories,Male,56,Married,Other
Camping Equipment,Male,29,Single,Professional
Camping Equipment,Female,39,Unspecified,Hospitality
Outdoor Protection,Female,39,Unspecified,Hospitality
Personal Accessories,Female,25,Married,Sales
Personal Accessories,Female,28,Single,Professional
Mountaineering Equipment,Male,31,Single,Trades
Camping Equipment,Male,37,Married,Sales
Mountaineering Equipment,Male,21,Single,Trades
Camping Equipment,Male,41,Married,Other
Personal Accessories,Female,48,Married,Professional
Camping Equipment,Male,31,Married,Other
Personal Accessories,Female,36,Single,Other
Golf Equipment,Male,47,Married,Trades
Personal Accessories,Female,36,Married,Executive
Mountaineering Equipment,Male,34,Unspecified,Professional
Mountaineering Equipment,Male,34,Unspecified,Professional
Personal Accessories,Male,34,Unspecified,Professional
Personal Accessories,Female,44,Married,Other
Mountaineering Equipment,Female,44,Married,Other
Camping Equipment,Male,20,Single,Student
Camping Equipment,Male,38,Married,Executive
Camping Equipment,Male,38,Married,Executive
Personal Accessories,Male,28,Single,Other
Personal Accessories,Female,23,Single,Sales
Personal Accessories,Male,28,Single,Student
Camping Equipment,Male,22,Single,Sales
Camping Equipment,Male,22,Single,Sales
Camping Equipment,Female,49,Married,Hospitality
Camping Equipment,Female,37,Married,Other
Personal Accessories,Male,31,Married,Professional
Mountaineering Equipment,Female,39,Unspecified,Other
Personal Accessories,Female,39,Unspecified,Other
Personal Accessories,Female,28,Single,Retail
Personal Accessories,Female,50,Married,Other
Mountaineering Equipment,Male,37,Married,Professional
Mountaineering Equipment,Male,37,Married,Professional
Golf Equipment,Male,47,Married,Retired
Personal Accessories,Female,69,Married,Other
Personal Accessories,Female,69,Married,Other
Mountaineering Equipment,Male,28,Single,Professional
Personal Accessories,Female,29,Single,Retail
Personal Accessories,Female,28,Single,Professional
Camping Equipment,Female,24,Single,Other
Personal Accessories,Male,28,Single,Sales
Mountaineering Equipment,Male,27,Single,Other
Mountaineering Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Personal Accessories,Male,29,Single,Other
Golf Equipment,Male,44,Married,Trades
Camping Equipment,Female,37,Married,Retail
Outdoor Protection,Female,37,Married,Retail
Personal Accessories,Female,45,Married,Sales
Camping Equipment,Female,48,Married,Other
Personal Accessories,Female,38,Single,Retail
Personal Accessories,Male,19,Single,Student
Golf Equipment,Male,58,Married,Professional
Golf Equipment,Male,58,Married,Professional
Personal Accessories,Female,67,Unspecified,Hospitality
Camping Equipment,Female,46,Married,Other
Personal Accessories,Female,47,Married,Executive
Camping Equipment,Male,31,Unspecified,Sales
Mountaineering Equipment,Female,21,Single,Student
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Personal Accessories,Male,55,Married,Other
Mountaineering Equipment,Male,20,Single,Other
Personal Accessories,Male,20,Single,Other
Golf Equipment,Male,21,Single,Other
Mountaineering Equipment,Male,21,Single,Other
Camping Equipment,Male,42,Married,Executive
Camping Equipment,Male,42,Married,Executive
Camping Equipment,Male,42,Married,Executive
Outdoor Protection,Male,31,Single,Professional
Mountaineering Equipment,Female,27,Married,Other
Personal Accessories,Female,20,Single,Professional
Camping Equipment,Male,44,Married,Sales
Camping Equipment,Male,44,Married,Sales
Personal Accessories,Male,38,Single,Other
Personal Accessories,Male,38,Single,Other
Personal Accessories,Male,38,Single,Other
Camping Equipment,Female,30,Married,Other
Personal Accessories,Female,30,Married,Other
Camping Equipment,Male,29,Married,Other
Camping Equipment,Male,29,Married,Other
Camping Equipment,Male,29,Married,Other
Camping Equipment,Male,32,Married,Sales
Camping Equipment,Male,44,Married,Sales
Outdoor Protection,Male,44,Married,Sales
Personal Accessories,Female,42,Unspecified,Hospitality
Personal Accessories,Female,45,Married,Other
Camping Equipment,Female,28,Single,Other
Camping Equipment,Female,28,Single,Other
Personal Accessories,Female,27,Single,Other
Camping Equipment,Female,32,Married,Executive
Camping Equipment,Male,28,Single,Other
Camping Equipment,Male,28,Single,Other
Personal Accessories,Male,29,Single,Professional
Outdoor Protection,Female,35,Married,Other
Golf Equipment,Male,52,Married,Professional
Camping Equipment,Female,33,Married,Executive
Mountaineering Equipment,Male,35,Single,Professional
Camping Equipment,Male,25,Married,Other
Camping Equipment,Male,23,Single,Professional
Camping Equipment,Male,23,Single,Professional
Mountaineering Equipment,Male,36,Single,Executive
Mountaineering Equipment,Male,36,Single,Executive
Camping Equipment,Male,37,Married,Other
Camping Equipment,Male,37,Married,Other
Personal Accessories,Female,26,Single,Other
Camping Equipment,Female,33,Married,Other
Personal Accessories,Male,27,Married,Other
Camping Equipment,Female,23,Single,Other
Camping Equipment,Female,23,Single,Other
Personal Accessories,Female,23,Single,Other
Camping Equipment,Male,25,Single,Sales
Camping Equipment,Male,22,Single,Trades
Camping Equipment,Male,22,Single,Trades
Mountaineering Equipment,Male,29,Single,Trades
Camping Equipment,Female,32,Married,Other
Camping Equipment,Female,32,Married,Other
Camping Equipment,Female,32,Married,Other
Camping Equipment,Female,40,Married,Other
Camping Equipment,Female,40,Married,Other
Mountaineering Equipment,Female,40,Married,Other
Mountaineering Equipment,Female,40,Married,Other
Golf Equipment,Male,52,Married,Other
Golf Equipment,Male,52,Married,Other
Personal Accessories,Male,52,Married,Other
Personal Accessories,Female,27,Married,Executive
Personal Accessories,Female,28,Single,Other
Personal Accessories,Male,38,Single,Executive
Personal Accessories,Female,36,Single,Retail
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Camping Equipment,Male,37,Married,Executive
Golf Equipment,Male,41,Married,Other
Personal Accessories,Female,21,Married,Other
Camping Equipment,Male,31,Married,Sales
Camping Equipment,Male,31,Married,Sales
Golf Equipment,Male,41,Married,Trades
Camping Equipment,Male,34,Married,Other
Camping Equipment,Male,27,Single,Trades
Mountaineering Equipment,Male,27,Single,Trades
Mountaineering Equipment,Male,27,Single,Trades
Camping Equipment,Male,27,Single,Trades
Personal Accessories,Male,24,Unspecified,Other
Camping Equipment,Male,19,Single,Other
Camping Equipment,Male,19,Single,Other
Mountaineering Equipment,Male,29,Single,Retail
Camping Equipment,Male,29,Single,Retail
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Golf Equipment,Female,36,Married,Other
Camping Equipment,Female,27,Married,Retail
Personal Accessories,Male,17,Single,Student
Mountaineering Equipment,Female,21,Unspecified,Other
Mountaineering Equipment,Female,21,Unspecified,Other
Mountaineering Equipment,Female,21,Unspecified,Other
Golf Equipment,Male,46,Married,Trades
Golf Equipment,Male,46,Married,Trades
Personal Accessories,Female,21,Single,Retail
Camping Equipment,Male,29,Married,Sales
Golf Equipment,Male,29,Married,Sales
Camping Equipment,Male,23,Single,Sales
Camping Equipment,Male,23,Single,Sales
Mountaineering Equipment,Female,24,Single,Student
Personal Accessories,Female,39,Single,Professional
Camping Equipment,Female,26,Married,Retail
Mountaineering Equipment,Male,29,Single,Trades
Golf Equipment,Female,54,Married,Other
Camping Equipment,Female,54,Married,Other
Camping Equipment,Female,24,Single,Student
Camping Equipment,Male,30,Married,Sales
Camping Equipment,Male,30,Married,Sales
Personal Accessories,Male,40,Married,Other
Personal Accessories,Female,48,Married,Executive
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Mountaineering Equipment,Male,31,Single,Trades
Camping Equipment,Male,33,Married,Sales
Outdoor Protection,Female,23,Single,Student
Camping Equipment,Male,19,Single,Sales
Personal Accessories,Female,67,Married,Retired
Personal Accessories,Female,23,Single,Retail
Personal Accessories,Female,19,Single,Other
Personal Accessories,Male,19,Single,Student
Camping Equipment,Male,26,Single,Trades
Camping Equipment,Male,26,Single,Trades
Camping Equipment,Male,38,Married,Other
Camping Equipment,Male,20,Single,Sales
Camping Equipment,Male,20,Single,Sales
Mountaineering Equipment,Male,43,Single,Sales
Camping Equipment,Male,36,Married,Executive
Mountaineering Equipment,Female,25,Single,Other
Mountaineering Equipment,Female,25,Single,Other
Camping Equipment,Male,25,Single,Trades
Camping Equipment,Male,25,Single,Trades
Camping Equipment,Female,45,Married,Other
Camping Equipment,Female,45,Married,Other
Camping Equipment,Female,45,Married,Other
Camping Equipment,Female,45,Married,Other
Camping Equipment,Male,44,Single,Professional
Personal Accessories,Female,22,Single,Student
Personal Accessories,Female,45,Married,Retired
Mountaineering Equipment,Female,33,Married,Professional
Mountaineering Equipment,Female,33,Married,Professional
Mountaineering Equipment,Female,33,Married,Professional
Personal Accessories,Female,33,Married,Professional
Personal Accessories,Male,20,Single,Student
Personal Accessories,Male,19,Single,Student
Personal Accessories,Female,36,Married,Sales
Mountaineering Equipment,Female,29,Single,Other
Mountaineering Equipment,Female,29,Single,Other
Personal Accessories,Female,27,Single,Other
Personal Accessories,Female,67,Unspecified,Hospitality
Personal Accessories,Male,40,Married,Other
Outdoor Protection,Female,30,Single,Retail
Mountaineering Equipment,Female,29,Single,Other
Mountaineering Equipment,Female,29,Single,Other
Personal Accessories,Female,39,Unspecified,Other
Personal Accessories,Female,24,Single,Other
Camping Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Camping Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Mountaineering Equipment,Male,43,Married,Other
Personal Accessories,Female,37,Single,Professional
Camping Equipment,Male,41,Married,Trades
Camping Equipment,Female,45,Unspecified,Hospitality
Outdoor Protection,Female,45,Unspecified,Hospitality
Camping Equipment,Female,45,Unspecified,Hospitality
Camping Equipment,Female,27,Single,Student
Camping Equipment,Female,27,Single,Student
Personal Accessories,Female,19,Single,Other
Golf Equipment,Female,50,Married,Other
Camping Equipment,Female,39,Married,Executive
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Golf Equipment,Male,57,Unspecified,Other
Personal Accessories,Male,57,Unspecified,Other
Personal Accessories,Female,29,Single,Retail
Camping Equipment,Male,31,Married,Other
Personal Accessories,Female,49,Married,Hospitality
Camping Equipment,Female,49,Married,Hospitality
Camping Equipment,Male,23,Single,Trades
Camping Equipment,Male,23,Single,Trades
Personal Accessories,Female,27,Single,Student
Mountaineering Equipment,Male,20,Single,Student
Mountaineering Equipment,Male,20,Single,Student
Mountaineering Equipment,Male,25,Single,Sales
Mountaineering Equipment,Male,21,Unspecified,Other
Mountaineering Equipment,Male,21,Unspecified,Other
Camping Equipment,Male,30,Married,Trades
